"","game_id","date_game","game_start_time","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_type","home_game_diff","away_game_diff","winner","loser"
"705","202001280MIL",2020-01-28,"8:00p","Washington Wizards",131,"Milwaukee Bucks",151,"",17681,"Regular Season",20,-20,"Milwaukee Bucks","Washington Wizards"
"706","202001280DAL",2020-01-28,"8:30p","Phoenix Suns",133,"Dallas Mavericks",104,"",20216,"Regular Season",-29,29,"Phoenix Suns","Dallas Mavericks"
"707","202001290IND",2020-01-29,"7:00p","Chicago Bulls",106,"Indiana Pacers",115,"OT",17923,"Regular Season",9,-9,"Indiana Pacers","Chicago Bulls"
"708","202001290BRK",2020-01-29,"7:30p","Detroit Pistons",115,"Brooklyn Nets",125,"",14275,"Regular Season",10,-10,"Brooklyn Nets","Detroit Pistons"
"709","202001290NYK",2020-01-29,"7:30p","Memphis Grizzlies",127,"New York Knicks",106,"",18768,"Regular Season",-21,21,"Memphis Grizzlies","New York Knicks"
"710","202001290SAS",2020-01-29,"8:30p","Utah Jazz",120,"San Antonio Spurs",127,"",17887,"Regular Season",7,-7,"San Antonio Spurs","Utah Jazz"
"711","202001290POR",2020-01-29,"10:00p","Houston Rockets",112,"Portland Trail Blazers",125,"",19393,"Regular Season",13,-13,"Portland Trail Blazers","Houston Rockets"
"712","202001290SAC",2020-01-29,"10:00p","Oklahoma City Thunder",120,"Sacramento Kings",100,"",16935,"Regular Season",-20,20,"Oklahoma City Thunder","Sacramento Kings"
"713","202001300CLE",2020-01-30,"7:00p","Toronto Raptors",115,"Cleveland Cavaliers",109,"",17695,"Regular Season",-6,6,"Toronto Raptors","Cleveland Cavaliers"
"714","202001300WAS",2020-01-30,"7:00p","Charlotte Hornets",107,"Washington Wizards",121,"",15013,"Regular Season",14,-14,"Washington Wizards","Charlotte Hornets"
"715","202001300ATL",2020-01-30,"7:30p","Philadelphia 76ers",117,"Atlanta Hawks",127,"",15227,"Regular Season",10,-10,"Atlanta Hawks","Philadelphia 76ers"
"716","202001300BOS",2020-01-30,"8:00p","Golden State Warriors",104,"Boston Celtics",119,"",19156,"Regular Season",15,-15,"Boston Celtics","Golden State Warriors"
"717","202001300DEN",2020-01-30,"10:30p","Utah Jazz",100,"Denver Nuggets",106,"",19520,"Regular Season",6,-6,"Denver Nuggets","Utah Jazz"
"718","202001300LAC",2020-01-30,"10:30p","Sacramento Kings",124,"Los Angeles Clippers",103,"",19068,"Regular Season",-21,21,"Sacramento Kings","Los Angeles Clippers"
"719","202001310DET",2020-01-31,"7:00p","Toronto Raptors",105,"Detroit Pistons",92,"",17356,"Regular Season",-13,13,"Toronto Raptors","Detroit Pistons"
"720","202001310BRK",2020-01-31,"7:30p","Chicago Bulls",118,"Brooklyn Nets",133,"",17732,"Regular Season",15,-15,"Brooklyn Nets","Chicago Bulls"
"721","202001310HOU",2020-01-31,"7:30p","Dallas Mavericks",121,"Houston Rockets",128,"",18055,"Regular Season",7,-7,"Houston Rockets","Dallas Mavericks"
"722","202001310NOP",2020-01-31,"8:00p","Memphis Grizzlies",111,"New Orleans Pelicans",139,"",18362,"Regular Season",28,-28,"New Orleans Pelicans","Memphis Grizzlies"
"723","202001310MIL",2020-01-31,"9:00p","Denver Nuggets",127,"Milwaukee Bucks",115,"",18141,"Regular Season",-12,12,"Denver Nuggets","Milwaukee Bucks"
"724","202001310PHO",2020-01-31,"9:00p","Oklahoma City Thunder",111,"Phoenix Suns",107,"",17260,"Regular Season",-4,4,"Oklahoma City Thunder","Phoenix Suns"
"725","202001310LAL",2020-01-31,"10:30p","Portland Trail Blazers",127,"Los Angeles Lakers",119,"",18997,"Regular Season",-8,8,"Portland Trail Blazers","Los Angeles Lakers"
"726","202002010LAC",2020-02-01,"3:30p","Minnesota Timberwolves",106,"Los Angeles Clippers",118,"",19068,"Regular Season",12,-12,"Los Angeles Clippers","Minnesota Timberwolves"
"727","202002010IND",2020-02-01,"7:00p","New York Knicks",92,"Indiana Pacers",85,"",17923,"Regular Season",-7,7,"New York Knicks","Indiana Pacers"
"728","202002010ORL",2020-02-01,"7:00p","Miami Heat",102,"Orlando Magic",89,"",18846,"Regular Season",-13,13,"Miami Heat","Orlando Magic"
"729","202002010CLE",2020-02-01,"8:00p","Golden State Warriors",131,"Cleveland Cavaliers",112,"",18410,"Regular Season",-19,19,"Golden State Warriors","Cleveland Cavaliers"
"730","202002010WAS",2020-02-01,"8:00p","Brooklyn Nets",107,"Washington Wizards",113,"",18196,"Regular Season",6,-6,"Washington Wizards","Brooklyn Nets"
"731","202002010BOS",2020-02-01,"8:30p","Philadelphia 76ers",95,"Boston Celtics",116,"",19156,"Regular Season",21,-21,"Boston Celtics","Philadelphia 76ers"
"732","202002010DAL",2020-02-01,"8:30p","Atlanta Hawks",100,"Dallas Mavericks",123,"",20328,"Regular Season",23,-23,"Dallas Mavericks","Atlanta Hawks"
"733","202002010SAS",2020-02-01,"9:00p","Charlotte Hornets",90,"San Antonio Spurs",114,"",18615,"Regular Season",24,-24,"San Antonio Spurs","Charlotte Hornets"
"734","202002010SAC",2020-02-01,"10:00p","Los Angeles Lakers",129,"Sacramento Kings",113,"",17583,"Regular Season",-16,16,"Los Angeles Lakers","Sacramento Kings"
"735","202002010POR",2020-02-01,"10:30p","Utah Jazz",107,"Portland Trail Blazers",124,"",19603,"Regular Season",17,-17,"Portland Trail Blazers","Utah Jazz"
"736","202002020DET",2020-02-02,"12:30p","Denver Nuggets",123,"Detroit Pistons",128,"OT",15488,"Regular Season",5,-5,"Detroit Pistons","Denver Nuggets"
"737","202002020HOU",2020-02-02,"2:00p","New Orleans Pelicans",109,"Houston Rockets",117,"",18055,"Regular Season",8,-8,"Houston Rockets","New Orleans Pelicans"
"738","202002020MIL",2020-02-02,"2:00p","Phoenix Suns",108,"Milwaukee Bucks",129,"",17754,"Regular Season",21,-21,"Milwaukee Bucks","Phoenix Suns"
"739","202002020TOR",2020-02-02,"3:00p","Chicago Bulls",102,"Toronto Raptors",129,"",19800,"Regular Season",27,-27,"Toronto Raptors","Chicago Bulls"
"740","202002030CHO",2020-02-03,"7:00p","Orlando Magic",112,"Charlotte Hornets",100,"",12337,"Regular Season",-12,12,"Orlando Magic","Charlotte Hornets"
"741","202002030CLE",2020-02-03,"7:00p","New York Knicks",139,"Cleveland Cavaliers",134,"OT",16303,"Regular Season",-5,5,"New York Knicks","Cleveland Cavaliers"
"742","202002030IND",2020-02-03,"7:00p","Dallas Mavericks",112,"Indiana Pacers",103,"",15086,"Regular Season",-9,9,"Dallas Mavericks","Indiana Pacers"
"743","202002030WAS",2020-02-03,"7:00p","Golden State Warriors",125,"Washington Wizards",117,"",17120,"Regular Season",-8,8,"Golden State Warriors","Washington Wizards"
"744","202002030ATL",2020-02-03,"7:30p","Boston Celtics",123,"Atlanta Hawks",115,"",16231,"Regular Season",-8,8,"Boston Celtics","Atlanta Hawks"
"745","202002030BRK",2020-02-03,"7:30p","Phoenix Suns",97,"Brooklyn Nets",119,"",14891,"Regular Season",22,-22,"Brooklyn Nets","Phoenix Suns"
"746","202002030MIA",2020-02-03,"7:30p","Philadelphia 76ers",106,"Miami Heat",137,"",19725,"Regular Season",31,-31,"Miami Heat","Philadelphia 76ers"
"747","202002030MEM",2020-02-03,"8:00p","Detroit Pistons",82,"Memphis Grizzlies",96,"",14597,"Regular Season",14,-14,"Memphis Grizzlies","Detroit Pistons"
"748","202002030SAC",2020-02-03,"10:00p","Minnesota Timberwolves",109,"Sacramento Kings",113,"",15819,"Regular Season",4,-4,"Sacramento Kings","Minnesota Timberwolves"
"749","202002030LAC",2020-02-03,"10:30p","San Antonio Spurs",105,"Los Angeles Clippers",108,"",19068,"Regular Season",3,-3,"Los Angeles Clippers","San Antonio Spurs"
"750","202002040NOP",2020-02-04,"7:30p","Milwaukee Bucks",120,"New Orleans Pelicans",108,"",15424,"Regular Season",-12,12,"Milwaukee Bucks","New Orleans Pelicans"
"751","202002040HOU",2020-02-04,"8:00p","Charlotte Hornets",110,"Houston Rockets",125,"",18055,"Regular Season",15,-15,"Houston Rockets","Charlotte Hornets"
"752","202002040DEN",2020-02-04,"9:00p","Portland Trail Blazers",99,"Denver Nuggets",127,"",19520,"Regular Season",28,-28,"Denver Nuggets","Portland Trail Blazers"
"753","202002040LAL",2020-02-04,"10:00p","San Antonio Spurs",102,"Los Angeles Lakers",129,"",18997,"Regular Season",27,-27,"Los Angeles Lakers","San Antonio Spurs"
"754","202002050DET",2020-02-05,"7:00p","Phoenix Suns",108,"Detroit Pistons",116,"",13707,"Regular Season",8,-8,"Detroit Pistons","Phoenix Suns"
"755","202002050BOS",2020-02-05,"7:30p","Orlando Magic",100,"Boston Celtics",116,"",19156,"Regular Season",16,-16,"Boston Celtics","Orlando Magic"
"756","202002050BRK",2020-02-05,"7:30p","Golden State Warriors",88,"Brooklyn Nets",129,"",14352,"Regular Season",41,-41,"Brooklyn Nets","Golden State Warriors"
"757","202002050TOR",2020-02-05,"7:30p","Indiana Pacers",118,"Toronto Raptors",119,"",19800,"Regular Season",1,-1,"Toronto Raptors","Indiana Pacers"
"758","202002050MIN",2020-02-05,"8:00p","Atlanta Hawks",127,"Minnesota Timberwolves",120,"",10779,"Regular Season",-7,7,"Atlanta Hawks","Minnesota Timberwolves"
"759","202002050OKC",2020-02-05,"8:00p","Cleveland Cavaliers",103,"Oklahoma City Thunder",109,"",18203,"Regular Season",6,-6,"Oklahoma City Thunder","Cleveland Cavaliers"
"760","202002050DAL",2020-02-05,"8:30p","Memphis Grizzlies",121,"Dallas Mavericks",107,"",20069,"Regular Season",-14,14,"Memphis Grizzlies","Dallas Mavericks"
"761","202002050UTA",2020-02-05,"9:00p","Denver Nuggets",98,"Utah Jazz",95,"",18306,"Regular Season",-3,3,"Denver Nuggets","Utah Jazz"
"762","202002050LAC",2020-02-05,"10:00p","Miami Heat",111,"Los Angeles Clippers",128,"",19068,"Regular Season",17,-17,"Los Angeles Clippers","Miami Heat"
"763","202002060NYK",2020-02-06,"7:30p","Orlando Magic",103,"New York Knicks",105,"",18895,"Regular Season",2,-2,"New York Knicks","Orlando Magic"
"764","202002060CHI",2020-02-06,"8:00p","New Orleans Pelicans",125,"Chicago Bulls",119,"",18247,"Regular Season",-6,6,"New Orleans Pelicans","Chicago Bulls"
"765","202002060MIL",2020-02-06,"8:00p","Philadelphia 76ers",101,"Milwaukee Bucks",112,"",17928,"Regular Season",11,-11,"Milwaukee Bucks","Philadelphia 76ers"
"766","202002060POR",2020-02-06,"10:00p","San Antonio Spurs",117,"Portland Trail Blazers",125,"",19653,"Regular Season",8,-8,"Portland Trail Blazers","San Antonio Spurs"
"767","202002060LAL",2020-02-06,"10:30p","Houston Rockets",121,"Los Angeles Lakers",111,"",18997,"Regular Season",-10,10,"Houston Rockets","Los Angeles Lakers"
"768","202002070PHI",2020-02-07,"7:00p","Memphis Grizzlies",107,"Philadelphia 76ers",119,"",20779,"Regular Season",12,-12,"Philadelphia 76ers","Memphis Grizzlies"
"769","202002070WAS",2020-02-07,"7:00p","Dallas Mavericks",118,"Washington Wizards",119,"",20476,"Regular Season",1,-1,"Washington Wizards","Dallas Mavericks"
"770","202002070BOS",2020-02-07,"7:30p","Atlanta Hawks",107,"Boston Celtics",112,"",19156,"Regular Season",5,-5,"Boston Celtics","Atlanta Hawks"
"771","202002070IND",2020-02-07,"8:00p","Toronto Raptors",115,"Indiana Pacers",106,"",17028,"Regular Season",-9,9,"Toronto Raptors","Indiana Pacers"
"772","202002070OKC",2020-02-07,"8:00p","Detroit Pistons",101,"Oklahoma City Thunder",108,"",18203,"Regular Season",7,-7,"Oklahoma City Thunder","Detroit Pistons"
"773","202002070PHO",2020-02-07,"9:00p","Houston Rockets",91,"Phoenix Suns",127,"",17043,"Regular Season",36,-36,"Phoenix Suns","Houston Rockets"
"774","202002070SAC",2020-02-07,"10:00p","Miami Heat",97,"Sacramento Kings",105,"",16760,"Regular Season",8,-8,"Sacramento Kings","Miami Heat"
"775","202002070UTA",2020-02-07,"10:30p","Portland Trail Blazers",114,"Utah Jazz",117,"",18306,"Regular Season",3,-3,"Utah Jazz","Portland Trail Blazers"
"776","202002080ORL",2020-02-08,"5:00p","Milwaukee Bucks",111,"Orlando Magic",95,"",16632,"Regular Season",-16,16,"Milwaukee Bucks","Orlando Magic"
"777","202002080CHO",2020-02-08,"7:00p","Dallas Mavericks",116,"Charlotte Hornets",100,"",19370,"Regular Season",-16,16,"Dallas Mavericks","Charlotte Hornets"
"778","202002080DET",2020-02-08,"7:00p","New York Knicks",95,"Detroit Pistons",92,"",15980,"Regular Season",-3,3,"New York Knicks","Detroit Pistons"
"779","202002080IND",2020-02-08,"7:30p","New Orleans Pelicans",124,"Indiana Pacers",117,"",17923,"Regular Season",-7,7,"New Orleans Pelicans","Indiana Pacers"
"780","202002080TOR",2020-02-08,"7:30p","Brooklyn Nets",118,"Toronto Raptors",119,"",19800,"Regular Season",1,-1,"Toronto Raptors","Brooklyn Nets"
"781","202002080MIN",2020-02-08,"8:00p","Los Angeles Clippers",115,"Minnesota Timberwolves",142,"",18978,"Regular Season",27,-27,"Minnesota Timberwolves","Los Angeles Clippers"
"782","202002080GSW",2020-02-08,"8:30p","Los Angeles Lakers",125,"Golden State Warriors",120,"",18064,"Regular Season",-5,5,"Los Angeles Lakers","Golden State Warriors"
"783","202002080PHO",2020-02-08,"9:00p","Denver Nuggets",117,"Phoenix Suns",108,"",16843,"Regular Season",-9,9,"Denver Nuggets","Phoenix Suns"
"784","202002080SAC",2020-02-08,"10:00p","San Antonio Spurs",102,"Sacramento Kings",122,"",16756,"Regular Season",20,-20,"Sacramento Kings","San Antonio Spurs"
"785","202002090OKC",2020-02-09,"3:30p","Boston Celtics",112,"Oklahoma City Thunder",111,"",18203,"Regular Season",-1,1,"Boston Celtics","Oklahoma City Thunder"
"786","202002090ATL",2020-02-09,"6:00p","New York Knicks",135,"Atlanta Hawks",140,"2OT",16309,"Regular Season",5,-5,"Atlanta Hawks","New York Knicks"
"787","202002090PHI",2020-02-09,"6:00p","Chicago Bulls",111,"Philadelphia 76ers",118,"",21018,"Regular Season",7,-7,"Philadelphia 76ers","Chicago Bulls"
"788","202002090WAS",2020-02-09,"6:00p","Memphis Grizzlies",106,"Washington Wizards",99,"",17251,"Regular Season",-7,7,"Memphis Grizzlies","Washington Wizards"
"789","202002090HOU",2020-02-09,"7:00p","Utah Jazz",114,"Houston Rockets",113,"",18055,"Regular Season",-1,1,"Utah Jazz","Houston Rockets"
"790","202002090CLE",2020-02-09,"7:30p","Los Angeles Clippers",133,"Cleveland Cavaliers",92,"",17240,"Regular Season",-41,41,"Los Angeles Clippers","Cleveland Cavaliers"
"791","202002090POR",2020-02-09,"9:00p","Miami Heat",109,"Portland Trail Blazers",115,"",19726,"Regular Season",6,-6,"Portland Trail Blazers","Miami Heat"
"792","202002100DET",2020-02-10,"7:00p","Charlotte Hornets",87,"Detroit Pistons",76,"",13941,"Regular Season",-11,11,"Charlotte Hornets","Detroit Pistons"
"793","202002100IND",2020-02-10,"7:00p","Brooklyn Nets",106,"Indiana Pacers",105,"",16761,"Regular Season",-1,1,"Brooklyn Nets","Indiana Pacers"
"794","202002100ORL",2020-02-10,"7:00p","Atlanta Hawks",126,"Orlando Magic",135,"",17076,"Regular Season",9,-9,"Orlando Magic","Atlanta Hawks"
"795","202002100TOR",2020-02-10,"7:30p","Minnesota Timberwolves",126,"Toronto Raptors",137,"",19800,"Regular Season",11,-11,"Toronto Raptors","Minnesota Timberwolves"
"796","202002100MIL",2020-02-10,"8:00p","Sacramento Kings",111,"Milwaukee Bucks",123,"",17463,"Regular Season",12,-12,"Milwaukee Bucks","Sacramento Kings"
"797","202002100DAL",2020-02-10,"8:30p","Utah Jazz",123,"Dallas Mavericks",119,"",19793,"Regular Season",-4,4,"Utah Jazz","Dallas Mavericks"
"798","202002100DEN",2020-02-10,"9:00p","San Antonio Spurs",120,"Denver Nuggets",127,"",19520,"Regular Season",7,-7,"Denver Nuggets","San Antonio Spurs"
"799","202002100GSW",2020-02-10,"10:30p","Miami Heat",113,"Golden State Warriors",101,"",18064,"Regular Season",-12,12,"Miami Heat","Golden State Warriors"
"800","202002100LAL",2020-02-10,"10:30p","Phoenix Suns",100,"Los Angeles Lakers",125,"",18997,"Regular Season",25,-25,"Los Angeles Lakers","Phoenix Suns"
"801","202002110PHI",2020-02-11,"7:00p","Los Angeles Clippers",103,"Philadelphia 76ers",110,"",20730,"Regular Season",7,-7,"Philadelphia 76ers","Los Angeles Clippers"
"802","202002110WAS",2020-02-11,"7:00p","Chicago Bulls",114,"Washington Wizards",126,"",15135,"Regular Season",12,-12,"Washington Wizards","Chicago Bulls"
"803","202002110NOP",2020-02-11,"8:00p","Portland Trail Blazers",117,"New Orleans Pelicans",138,"",15739,"Regular Season",21,-21,"New Orleans Pelicans","Portland Trail Blazers"
"804","202002110OKC",2020-02-11,"8:00p","San Antonio Spurs",114,"Oklahoma City Thunder",106,"",18203,"Regular Season",-8,8,"San Antonio Spurs","Oklahoma City Thunder"
"805","202002110HOU",2020-02-11,"9:30p","Boston Celtics",105,"Houston Rockets",116,"",18055,"Regular Season",11,-11,"Houston Rockets","Boston Celtics"
"806","202002120CLE",2020-02-12,"7:00p","Atlanta Hawks",105,"Cleveland Cavaliers",127,"",16200,"Regular Season",22,-22,"Cleveland Cavaliers","Atlanta Hawks"
"807","202002120ORL",2020-02-12,"7:00p","Detroit Pistons",112,"Orlando Magic",116,"OT",16607,"Regular Season",4,-4,"Orlando Magic","Detroit Pistons"
"808","202002120BRK",2020-02-12,"7:30p","Toronto Raptors",91,"Brooklyn Nets",101,"",15823,"Regular Season",10,-10,"Brooklyn Nets","Toronto Raptors"
"809","202002120IND",2020-02-12,"7:30p","Milwaukee Bucks",111,"Indiana Pacers",118,"",17018,"Regular Season",7,-7,"Indiana Pacers","Milwaukee Bucks"
"810","202002120NYK",2020-02-12,"7:30p","Washington Wizards",114,"New York Knicks",96,"",18835,"Regular Season",-18,18,"Washington Wizards","New York Knicks"
"811","202002120MEM",2020-02-12,"8:00p","Portland Trail Blazers",104,"Memphis Grizzlies",111,"",16889,"Regular Season",7,-7,"Memphis Grizzlies","Portland Trail Blazers"
"812","202002120MIN",2020-02-12,"8:00p","Charlotte Hornets",115,"Minnesota Timberwolves",108,"",18978,"Regular Season",-7,7,"Charlotte Hornets","Minnesota Timberwolves"
"813","202002120DAL",2020-02-12,"8:30p","Sacramento Kings",111,"Dallas Mavericks",130,"",19842,"Regular Season",19,-19,"Dallas Mavericks","Sacramento Kings"
"814","202002120PHO",2020-02-12,"9:00p","Golden State Warriors",106,"Phoenix Suns",112,"",15216,"Regular Season",6,-6,"Phoenix Suns","Golden State Warriors"
"815","202002120UTA",2020-02-12,"9:00p","Miami Heat",101,"Utah Jazz",116,"",18306,"Regular Season",15,-15,"Utah Jazz","Miami Heat"
"816","202002120DEN",2020-02-12,"10:00p","Los Angeles Lakers",120,"Denver Nuggets",116,"OT",19860,"Regular Season",-4,4,"Los Angeles Lakers","Denver Nuggets"
"817","202002130BOS",2020-02-13,"8:00p","Los Angeles Clippers",133,"Boston Celtics",141,"2OT",19156,"Regular Season",8,-8,"Boston Celtics","Los Angeles Clippers"
"818","202002130NOP",2020-02-13,"8:00p","Oklahoma City Thunder",123,"New Orleans Pelicans",118,"",17865,"Regular Season",-5,5,"Oklahoma City Thunder","New Orleans Pelicans"
"819","202002200DET",2020-02-20,"7:00p","Milwaukee Bucks",126,"Detroit Pistons",106,"",16097,"Regular Season",-20,20,"Milwaukee Bucks","Detroit Pistons"
"820","202002200ATL",2020-02-20,"7:30p","Miami Heat",124,"Atlanta Hawks",129,"",17356,"Regular Season",5,-5,"Atlanta Hawks","Miami Heat"
"821","202002200CHI",2020-02-20,"8:00p","Charlotte Hornets",103,"Chicago Bulls",93,"",17463,"Regular Season",-10,10,"Charlotte Hornets","Chicago Bulls"
"822","202002200PHI",2020-02-20,"8:00p","Brooklyn Nets",104,"Philadelphia 76ers",112,"OT",20806,"Regular Season",8,-8,"Philadelphia 76ers","Brooklyn Nets"
"823","202002200SAC",2020-02-20,"10:00p","Memphis Grizzlies",125,"Sacramento Kings",129,"",17078,"Regular Season",4,-4,"Sacramento Kings","Memphis Grizzlies"
"824","202002200GSW",2020-02-20,"10:30p","Houston Rockets",135,"Golden State Warriors",105,"",18064,"Regular Season",-30,30,"Houston Rockets","Golden State Warriors"
"825","202002210ORL",2020-02-21,"7:00p","Dallas Mavericks",122,"Orlando Magic",106,"",18846,"Regular Season",-16,16,"Dallas Mavericks","Orlando Magic"
"826","202002210WAS",2020-02-21,"7:00p","Cleveland Cavaliers",113,"Washington Wizards",108,"",18895,"Regular Season",-5,5,"Cleveland Cavaliers","Washington Wizards"
"827","202002210NYK",2020-02-21,"7:30p","Indiana Pacers",106,"New York Knicks",98,"",19812,"Regular Season",-8,8,"Indiana Pacers","New York Knicks"
"828","202002210TOR",2020-02-21,"7:30p","Phoenix Suns",101,"Toronto Raptors",118,"",19800,"Regular Season",17,-17,"Toronto Raptors","Phoenix Suns"
"829","202002210MIN",2020-02-21,"8:00p","Boston Celtics",127,"Minnesota Timberwolves",117,"",18978,"Regular Season",-10,10,"Boston Celtics","Minnesota Timberwolves"
"830","202002210OKC",2020-02-21,"8:00p","Denver Nuggets",101,"Oklahoma City Thunder",113,"",18203,"Regular Season",12,-12,"Oklahoma City Thunder","Denver Nuggets"
"831","202002210UTA",2020-02-21,"9:00p","San Antonio Spurs",113,"Utah Jazz",104,"",18306,"Regular Season",-9,9,"San Antonio Spurs","Utah Jazz"
"832","202002210LAL",2020-02-21,"10:30p","Memphis Grizzlies",105,"Los Angeles Lakers",117,"",18997,"Regular Season",12,-12,"Los Angeles Lakers","Memphis Grizzlies"
"833","202002210POR",2020-02-21,"10:30p","New Orleans Pelicans",128,"Portland Trail Blazers",115,"",19946,"Regular Season",-13,13,"New Orleans Pelicans","Portland Trail Blazers"
"834","202002220LAC",2020-02-22,"3:30p","Sacramento Kings",112,"Los Angeles Clippers",103,"",19068,"Regular Season",-9,9,"Sacramento Kings","Los Angeles Clippers"
"835","202002220CHO",2020-02-22,"7:00p","Brooklyn Nets",115,"Charlotte Hornets",86,"",19079,"Regular Season",-29,29,"Brooklyn Nets","Charlotte Hornets"
"836","202002220ATL",2020-02-22,"7:30p","Dallas Mavericks",107,"Atlanta Hawks",111,"",17050,"Regular Season",4,-4,"Atlanta Hawks","Dallas Mavericks"
"837","202002220CHI",2020-02-22,"8:00p","Phoenix Suns",112,"Chicago Bulls",104,"",20506,"Regular Season",-8,8,"Phoenix Suns","Chicago Bulls"
"838","202002220MIA",2020-02-22,"8:00p","Cleveland Cavaliers",105,"Miami Heat",124,"",19754,"Regular Season",19,-19,"Miami Heat","Cleveland Cavaliers"
"839","202002220MIL",2020-02-22,"8:30p","Philadelphia 76ers",98,"Milwaukee Bucks",119,"",18290,"Regular Season",21,-21,"Milwaukee Bucks","Philadelphia 76ers"
"840","202002220UTA",2020-02-22,"9:00p","Houston Rockets",120,"Utah Jazz",110,"",18306,"Regular Season",-10,10,"Houston Rockets","Utah Jazz"
"841","202002230LAL",2020-02-23,"3:30p","Boston Celtics",112,"Los Angeles Lakers",114,"",18997,"Regular Season",2,-2,"Los Angeles Lakers","Boston Celtics"
"842","202002230DEN",2020-02-23,"6:00p","Minnesota Timberwolves",116,"Denver Nuggets",128,"",19626,"Regular Season",12,-12,"Denver Nuggets","Minnesota Timberwolves"
"843","202002230TOR",2020-02-23,"6:00p","Indiana Pacers",81,"Toronto Raptors",127,"",19800,"Regular Season",46,-46,"Toronto Raptors","Indiana Pacers"
"844","202002230CHI",2020-02-23,"7:00p","Washington Wizards",117,"Chicago Bulls",126,"",18024,"Regular Season",9,-9,"Chicago Bulls","Washington Wizards"
"845","202002230OKC",2020-02-23,"7:00p","San Antonio Spurs",103,"Oklahoma City Thunder",131,"",18203,"Regular Season",28,-28,"Oklahoma City Thunder","San Antonio Spurs"
"846","202002230GSW",2020-02-23,"8:30p","New Orleans Pelicans",115,"Golden State Warriors",101,"",18064,"Regular Season",-14,14,"New Orleans Pelicans","Golden State Warriors"
"847","202002230POR",2020-02-23,"9:00p","Detroit Pistons",104,"Portland Trail Blazers",107,"",19393,"Regular Season",3,-3,"Portland Trail Blazers","Detroit Pistons"
"848","202002240CLE",2020-02-24,"7:00p","Miami Heat",119,"Cleveland Cavaliers",125,"OT",17336,"Regular Season",6,-6,"Cleveland Cavaliers","Miami Heat"
"849","202002240PHI",2020-02-24,"7:00p","Atlanta Hawks",112,"Philadelphia 76ers",129,"",20836,"Regular Season",17,-17,"Philadelphia 76ers","Atlanta Hawks"
"850","202002240WAS",2020-02-24,"7:00p","Milwaukee Bucks",137,"Washington Wizards",134,"OT",16580,"Regular Season",-3,3,"Milwaukee Bucks","Washington Wizards"
"851","202002240BRK",2020-02-24,"7:30p","Orlando Magic",115,"Brooklyn Nets",113,"",16162,"Regular Season",-2,2,"Orlando Magic","Brooklyn Nets"
"852","202002240HOU",2020-02-24,"8:00p","New York Knicks",112,"Houston Rockets",123,"",18055,"Regular Season",11,-11,"Houston Rockets","New York Knicks"
"853","202002240DAL",2020-02-24,"8:30p","Minnesota Timberwolves",123,"Dallas Mavericks",139,"",19936,"Regular Season",16,-16,"Dallas Mavericks","Minnesota Timberwolves"
"854","202002240UTA",2020-02-24,"9:00p","Phoenix Suns",131,"Utah Jazz",111,"",18306,"Regular Season",-20,20,"Phoenix Suns","Utah Jazz"
"855","202002240LAC",2020-02-24,"10:30p","Memphis Grizzlies",97,"Los Angeles Clippers",124,"",19068,"Regular Season",27,-27,"Los Angeles Clippers","Memphis Grizzlies"
"856","202002250IND",2020-02-25,"7:00p","Charlotte Hornets",80,"Indiana Pacers",119,"",16088,"Regular Season",39,-39,"Indiana Pacers","Charlotte Hornets"
"857","202002250TOR",2020-02-25,"7:30p","Milwaukee Bucks",108,"Toronto Raptors",97,"",19993,"Regular Season",-11,11,"Milwaukee Bucks","Toronto Raptors"
"858","202002250CHI",2020-02-25,"8:00p","Oklahoma City Thunder",124,"Chicago Bulls",122,"",16911,"Regular Season",-2,2,"Oklahoma City Thunder","Chicago Bulls"
"859","202002250DEN",2020-02-25,"9:00p","Detroit Pistons",98,"Denver Nuggets",115,"",19143,"Regular Season",17,-17,"Denver Nuggets","Detroit Pistons"
"860","202002250LAL",2020-02-25,"10:00p","New Orleans Pelicans",109,"Los Angeles Lakers",118,"",18997,"Regular Season",9,-9,"Los Angeles Lakers","New Orleans Pelicans"
"861","202002250POR",2020-02-25,"10:00p","Boston Celtics",118,"Portland Trail Blazers",106,"",19460,"Regular Season",-12,12,"Boston Celtics","Portland Trail Blazers"
"862","202002250GSW",2020-02-25,"10:30p","Sacramento Kings",112,"Golden State Warriors",94,"",18064,"Regular Season",-18,18,"Sacramento Kings","Golden State Warriors"
"863","202002260CHO",2020-02-26,"7:00p","New York Knicks",101,"Charlotte Hornets",107,"",13152,"Regular Season",6,-6,"Charlotte Hornets","New York Knicks"
"864","202002260CLE",2020-02-26,"7:00p","Philadelphia 76ers",94,"Cleveland Cavaliers",108,"",16332,"Regular Season",14,-14,"Cleveland Cavaliers","Philadelphia 76ers"
"865","202002260WAS",2020-02-26,"7:00p","Brooklyn Nets",106,"Washington Wizards",110,"",15021,"Regular Season",4,-4,"Washington Wizards","Brooklyn Nets"
"866","202002260ATL",2020-02-26,"7:30p","Orlando Magic",130,"Atlanta Hawks",120,"",14967,"Regular Season",-10,10,"Orlando Magic","Atlanta Hawks"
